run_id,property_name,property_number,managed_by,source_file,reporting_period,tenant_account,unit_number,move_in_date,rent_rate,street_rate,paid_thru_date,status,size,unit_type,sq_ft,extracted_at
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005990490,1000,2025-08-12,192,154,2026-03-16,Current,10X13,CDNB,130,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006250193,1001,2025-10-10,154,154,2026-03-09,Current,10X13,CDNB,130,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2001190728,1002,2021-10-27,152,110,2026-03-26,Current,10X04,CDNB,40,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2001409329,1003,2022-02-05,126,76,2026-03-04,Current,07X04,CDNB,28,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004453096,1004,2024-08-12,106,121,2026-03-12,Current,05X10,CDNB,50,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005209597,1005,2025-02-24,320,349,2026-03-23,Current,10X30,CDNB,300,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006499434,1006,2025-12-13,71,130,2026-04-15,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2001919470,1007,2022-08-01,450,349,2026-03-31,Current,10X30,CDNB,300,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004393811,1008,2024-07-30,111,130,2026-03-29,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005018740,1009,2025-01-02,360,349,2026-03-01,Current,10X30,CDNB,300,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2001315709,1010,2022-05-21,175,130,2026-03-20,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005950561,1011,2025-08-02,347,349,2026-03-01,Current,10X30,CDNB,300,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004515018,1012,2024-08-27,135,130,2026-03-26,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2002624157,1013,2023-10-30,450,349,2026-03-29,Current,10X30,CDNB,300,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2002277887,1014,2022-12-12,174,130,2026-03-11,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2001150338,1015,2021-10-11,237,130,2026-03-10,Current,08X10,CDNB,80,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2001079265,1016,2023-04-11,415,283,2026-03-10,Current,09X25,CDNB,225,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004719053,1017,2024-10-13,252,306,2026-03-15,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2001217632,1018,2021-11-07,172,121,2026-03-06,Current,05X10,CDNB,50,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005348445,1019,2026-02-09,251,349,2026-03-08,Current,10X30,CDNB,300,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005534221,1020,2025-05-06,172,130,2026-03-05,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005965486,1021,2025-08-06,352,349,2026-03-09,Current,10X30,CDNB,300,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005853500,1022,2025-07-14,155,130,2026-03-13,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2002624157,1023,2023-11-16,450,349,2026-03-15,Current,10X30,CDNB,300,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2002275863,1024,2022-12-12,84,130,2026-03-14,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2003157146,1025,2023-10-02,477,349,2026-03-13,Current,10X30,CDNB,300,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2001962404,1026,2022-08-16,183,130,2026-03-15,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2003493173,1027,2023-12-31,450,349,2026-03-31,Current,10X30,CDNB,300,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004479579,1028,2024-08-19,163,130,2026-03-18,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005614237,1029,2025-05-23,330,349,2026-03-22,Current,10X30,CDNB,300,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004587147,1030,2024-09-12,171,130,2026-03-13,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005652506,1031,2025-05-30,410,349,2026-03-31,Current,10X30,CDNB,300,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2001823529,1032,2022-07-20,134,130,2026-03-19,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004349587,1034,2024-07-21,163,130,2026-03-20,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,1005642732,1035,2026-02-16,178,265,2026-03-15,Current,12X17,CDNB,204,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006465006,1036,2025-12-03,39,102,2026-04-02,Current,05X07,CDNB,35,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006699604,1037,2026-02-07,118,190,2026-03-06,Current,14X12,CDNB,168,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006541043,1038,2025-12-27,92,162,2026-02-26,Delinquent,14X10,CDNB,140,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2003120101,1039,2023-09-24,199,130,2026-03-23,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2003160296,1040,2023-10-03,155,130,2026-03-02,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005222923,1041,2025-02-27,161,130,2026-03-02,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004050700,1042,2024-05-13,169,130,2026-03-13,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006333316,1043,2025-10-31,106,121,2026-03-31,Current,10X05,CDNB,50,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2003244179,1044,2023-10-25,181,130,2026-03-24,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006782733,1045,2026-02-28,92,130,2026-03-27,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006096464,1046,2025-10-14,141,130,2026-03-13,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004453287,1047,2024-08-12,106,121,2026-03-15,Current,05X10,CDNB,50,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004612457,1048,2024-12-06,167,130,2026-03-05,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2003493173,1049,2024-01-05,181,130,2026-03-04,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2002748528,1050,2023-12-07,402,306,2026-03-06,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005158184,1051,2025-02-09,241,306,2026-03-08,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004351699,1052,2024-07-22,374,306,2026-03-21,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005931767,1054,2025-07-30,311,306,2026-03-29,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004875346,1055,2024-11-22,206,306,2026-03-21,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006365491,1056,2025-11-07,189,306,2026-03-08,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004612457,1057,2024-09-19,291,306,2026-03-18,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2001062596,1058,2025-12-23,114,306,2026-04-29,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006597077,1059,2026-01-10,123,306,2026-05-09,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2000197732,1060,2022-11-29,375,306,2026-03-28,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004809651,1061,2024-11-04,194,306,2026-03-03,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2002245689,1062,2022-11-29,375,306,2026-03-28,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2001838062,1063,2022-07-05,367,261,2026-03-04,Current,10X20,CDNB,200,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006745476,1064,2026-02-20,67,121,2026-03-19,Current,10X05,CDNB,50,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006765327,1065,2026-02-25,84,121,2026-03-24,Current,10X05,CDNB,50,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006250431,1066,2025-10-10,106,121,2026-03-09,Current,10X05,CDNB,50,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005559496,1068,2025-05-12,56,71,2026-03-11,Current,05X05,CDNB,25,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2001361081,1069,2022-01-14,139,121,2026-03-13,Current,10X05,CDNB,50,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2003746685,1070,2024-03-06,106,121,2026-03-06,Current,10X05,CDNB,50,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004386524,1071,2024-08-01,307,306,2026-03-03,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006265067,1072,2025-10-14,264,306,2026-03-13,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2002778346,1073,2023-06-24,460,306,2026-02-23,Delinquent,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2001843565,1074,2025-12-08,158,306,2026-03-07,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2002778346,1075,2023-06-27,468,306,2026-02-26,Delinquent,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2002778346,1076,2023-07-01,466,306,2026-03-31,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2001959308,1077,2022-08-15,405,306,2026-03-14,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2001843565,1078,2025-04-12,295,306,2026-03-11,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004853957,1079,2024-11-16,211,306,2026-03-15,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006583174,1081,2026-01-06,294,504,2026-03-10,Current,20X25,CDNB,500,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004869548,1082,2024-11-20,202,306,2026-02-22,Delinquent,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004869548,1084,2024-11-20,202,306,2026-02-22,Delinquent,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004872783,1085,2024-11-21,226,306,2026-03-20,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004872772,1086,2024-11-21,226,306,2026-03-20,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004551947,1087,2024-09-03,296,306,2026-03-02,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005831415,1088,2025-07-08,257,306,2026-03-08,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006142736,1089,2025-09-15,52,71,2026-03-14,Current,05X05,CDNB,25,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005077141,1090,2025-01-18,100,121,2026-03-17,Current,10X05,CDNB,50,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005103793,1091,2025-01-25,82,121,2026-03-24,Current,10X05,CDNB,50,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005687791,1092,2025-06-07,134,130,2026-03-06,Current,13X05,CDNB,65,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005732810,1093,2025-06-18,212,154,2026-03-17,Current,13X10,CDNB,130,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006405056,1094,2025-11-18,99,170,2026-03-17,Current,15X10,CDNB,150,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2001950963,1095,2025-10-08,157,170,2026-03-07,Current,15X10,CDNB,150,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2001998843,1096,2022-08-29,172,121,2026-03-28,Current,10X05,CDNB,50,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005188037,1097,2025-02-18,158,170,2026-03-17,Current,15X10,CDNB,150,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006317778,1098,2025-10-27,91,121,2026-03-26,Current,10X05,CDNB,50,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006511564,1099,2025-12-17,105,170,2026-03-16,Current,15X10,CDNB,150,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2000135568,1100,2022-06-08,156,121,2026-03-07,Current,10X05,CDNB,50,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2003602452,1101,2024-01-30,111,121,2026-03-31,Current,10X05,CDNB,50,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2003536416,1102,2024-03-04,293,204,2026-03-03,Current,18X10,CDNB,180,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004515018,1103,2025-06-07,106,121,2026-03-26,Current,10X05,CDNB,50,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005534221,1104,2025-12-22,79,130,2026-03-21,Current,10X10,CDNB,100,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006667647,1105,2026-01-30,55,121,2026-02-28,Delinquent,05X10,CDNB,50,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004782525,1106,2024-10-29,254,261,2026-03-31,Current,10X20,CDNB,200,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2002747390,1107,2023-06-29,468,306,2026-03-29,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006366173,1108,2025-11-07,154,261,2026-03-06,Current,10X20,CDNB,200,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006555703,1109,2025-12-30,114,306,2026-05-05,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005833126,1110,2025-07-09,254,261,2026-03-08,Current,10X20,CDNB,200,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2006555703,1111,2025-12-30,114,306,2026-05-05,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005007581,1112,2024-12-30,290,261,2026-03-05,Current,10X20,CDNB,200,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2005919574,1113,2025-07-28,303,306,2026-03-27,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004872772,1115,2024-11-22,226,306,2026-03-21,Current,10X25,CDNB,250,2026-03-27T10:12:30.781650
20260327_101230,ChattanoogaWebapptest,7214,Extra Space Storage,Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,Feb 2026,2004558914,1116,2024-09-05,131,261,2026-03-11,Current,10X20,CDNB,200,2026-03-27T10:12:30.781650
